2026-06-19 16:00:00, tokens_remaining: 587, call: scores, phase: playing
2026-06-19 16:02:27, tokens_remaining: 491, call: scores, phase: playing
2026-06-19 16:02:28, tokens_remaining: 491, call: scores, phase: playing
2026-06-19 16:02:29, tokens_remaining: 490, call: scores, phase: playing
2026-06-19 16:02:30, tokens_remaining: 490, call: scores, phase: playing
2026-06-19 16:02:31, tokens_remaining: 489, call: scores, phase: playing
2026-06-19 16:02:32, tokens_remaining: 488, call: events, phase: playing
2026-06-19 16:02:33, tokens_remaining: 487, call: scores, phase: playing
2026-06-19 16:02:34, tokens_remaining: 487, call: scores, phase: playing
2026-06-19 16:02:35, tokens_remaining: 486, call: scores, phase: playing
2026-06-19 16:02:35, tokens_remaining: 486, call: scores, phase: playing
2026-06-19 16:02:36, tokens_remaining: 485, call: scores, phase: playing
2026-06-19 16:02:37, tokens_remaining: 485, call: scores, phase: playing
2026-06-19 16:02:38, tokens_remaining: 484, call: scores, phase: playing
2026-06-19 16:02:39, tokens_remaining: 484, call: scores, phase: playing
2026-06-19 16:02:40, tokens_remaining: 483, call: scores, phase: playing
2026-06-19 16:02:41, tokens_remaining: 482, call: events, phase: playing
2026-06-19 16:02:42, tokens_remaining: 481, call: scores, phase: playing
2026-06-19 16:02:43, tokens_remaining: 481, call: scores, phase: playing
2026-06-19 16:02:44, tokens_remaining: 480, call: scores, phase: playing
2026-06-19 16:02:45, tokens_remaining: 480, call: scores, phase: playing
2026-06-19 16:02:46, tokens_remaining: 479, call: scores, phase: playing
2026-06-19 16:02:46, tokens_remaining: 479, call: scores, phase: playing
2026-06-19 16:02:47, tokens_remaining: 478, call: scores, phase: playing
2026-06-19 16:02:48, tokens_remaining: 478, call: scores, phase: playing
2026-06-19 16:02:49, tokens_remaining: 477, call: scores, phase: playing
2026-06-19 16:02:50, tokens_remaining: 476, call: events, phase: playing
2026-06-19 16:02:51, tokens_remaining: 475, call: scores, phase: playing
2026-06-19 16:02:52, tokens_remaining: 475, call: scores, phase: playing
2026-06-19 16:02:53, tokens_remaining: 474, call: scores, phase: playing
2026-06-19 16:02:54, tokens_remaining: 474, call: scores, phase: playing
2026-06-19 16:02:55, tokens_remaining: 473, call: scores, phase: playing
2026-06-19 16:02:56, tokens_remaining: 473, call: scores, phase: playing
2026-06-19 16:02:57, tokens_remaining: 472, call: scores, phase: playing
2026-06-19 16:02:57, tokens_remaining: 472, call: scores, phase: playing
2026-06-19 16:02:58, tokens_remaining: 471, call: scores, phase: playing
2026-06-19 16:02:59, tokens_remaining: 470, call: events, phase: playing
2026-06-19 16:03:00, tokens_remaining: 469, call: scores, phase: playing
2026-06-19 16:03:01, tokens_remaining: 469, call: scores, phase: playing
2026-06-19 16:03:02, tokens_remaining: 468, call: scores, phase: playing
2026-06-19 16:03:03, tokens_remaining: 468, call: scores, phase: playing
2026-06-19 16:03:04, tokens_remaining: 467, call: scores, phase: playing
2026-06-19 16:03:05, tokens_remaining: 467, call: scores, phase: playing
2026-06-19 16:03:06, tokens_remaining: 466, call: scores, phase: playing
2026-06-19 16:03:06, tokens_remaining: 466, call: scores, phase: playing
2026-06-19 16:03:07, tokens_remaining: 465, call: scores, phase: playing
2026-06-19 16:03:08, tokens_remaining: 464, call: events, phase: playing
2026-06-19 16:03:09, tokens_remaining: 463, call: scores, phase: playing
2026-06-19 16:03:10, tokens_remaining: 463, call: scores, phase: playing
2026-06-19 16:03:11, tokens_remaining: 462, call: scores, phase: playing
2026-06-19 16:03:12, tokens_remaining: 462, call: scores, phase: playing
2026-06-19 16:03:13, tokens_remaining: 461, call: scores, phase: playing
2026-06-19 16:03:14, tokens_remaining: 461, call: scores, phase: playing
2026-06-19 16:03:15, tokens_remaining: 460, call: scores, phase: playing
2026-06-19 16:03:16, tokens_remaining: 460, call: scores, phase: playing
2026-06-19 16:03:17, tokens_remaining: 459, call: scores, phase: playing
2026-06-19 16:03:18, tokens_remaining: 458, call: events, phase: playing
2026-06-19 16:03:19, tokens_remaining: 457, call: scores, phase: playing
2026-06-19 16:03:19, tokens_remaining: 457, call: scores, phase: playing
2026-06-19 16:03:20, tokens_remaining: 456, call: scores, phase: playing
2026-06-19 16:03:21, tokens_remaining: 456, call: scores, phase: playing
2026-06-19 16:03:22, tokens_remaining: 455, call: scores, phase: playing
2026-06-19 16:03:23, tokens_remaining: 455, call: scores, phase: playing
2026-06-19 16:03:24, tokens_remaining: 454, call: scores, phase: playing
2026-06-19 16:03:25, tokens_remaining: 454, call: scores, phase: playing
2026-06-19 16:03:26, tokens_remaining: 453, call: scores, phase: playing
2026-06-19 16:03:27, tokens_remaining: 452, call: events, phase: playing
2026-06-19 16:03:28, tokens_remaining: 451, call: scores, phase: playing
2026-06-19 16:03:28, tokens_remaining: 451, call: scores, phase: playing
2026-06-19 16:03:29, tokens_remaining: 450, call: scores, phase: playing
2026-06-19 16:03:30, tokens_remaining: 450, call: scores, phase: playing
2026-06-19 16:03:31, tokens_remaining: 449, call: scores, phase: playing
2026-06-19 16:03:32, tokens_remaining: 449, call: scores, phase: playing
2026-06-19 16:03:33, tokens_remaining: 448, call: scores, phase: playing
2026-06-19 16:03:34, tokens_remaining: 448, call: scores, phase: playing
2026-06-19 16:03:35, tokens_remaining: 447, call: scores, phase: playing
2026-06-19 16:03:36, tokens_remaining: 446, call: events, phase: playing
2026-06-19 16:03:37, tokens_remaining: 445, call: scores, phase: playing
2026-06-19 16:03:38, tokens_remaining: 445, call: scores, phase: playing
2026-06-19 16:03:39, tokens_remaining: 444, call: scores, phase: playing
2026-06-19 16:03:39, tokens_remaining: 444, call: scores, phase: playing
2026-06-19 16:03:41, tokens_remaining: 443, call: scores, phase: playing
2026-06-19 16:03:41, tokens_remaining: 443, call: scores, phase: playing
2026-06-19 16:03:42, tokens_remaining: 442, call: scores, phase: playing
2026-06-19 16:03:43, tokens_remaining: 442, call: scores, phase: playing
2026-06-19 16:03:44, tokens_remaining: 441, call: scores, phase: playing
2026-06-19 16:03:45, tokens_remaining: 440, call: events, phase: playing
2026-06-19 16:03:46, tokens_remaining: 439, call: scores, phase: playing
2026-06-19 16:03:47, tokens_remaining: 439, call: scores, phase: playing
2026-06-19 16:03:48, tokens_remaining: 438, call: scores, phase: playing
2026-06-19 16:03:49, tokens_remaining: 438, call: scores, phase: playing
2026-06-19 16:03:50, tokens_remaining: 437, call: scores, phase: playing
2026-06-19 16:03:50, tokens_remaining: 437, call: scores, phase: playing
2026-06-19 16:03:51, tokens_remaining: 436, call: scores, phase: playing
2026-06-19 16:03:52, tokens_remaining: 436, call: scores, phase: playing
2026-06-19 16:03:53, tokens_remaining: 435, call: scores, phase: playing
2026-06-19 16:03:54, tokens_remaining: 434, call: events, phase: playing
2026-06-19 16:03:55, tokens_remaining: 433, call: scores, phase: playing
2026-06-19 16:03:56, tokens_remaining: 433, call: scores, phase: playing
2026-06-19 16:03:57, tokens_remaining: 432, call: scores, phase: playing
2026-06-19 16:03:58, tokens_remaining: 432, call: scores, phase: playing
2026-06-19 16:03:59, tokens_remaining: 431, call: scores, phase: playing
2026-06-19 16:03:59, tokens_remaining: 431, call: scores, phase: playing
2026-06-19 16:04:00, tokens_remaining: 430, call: scores, phase: playing
2026-06-19 16:04:01, tokens_remaining: 430, call: scores, phase: playing
2026-06-19 16:04:02, tokens_remaining: 429, call: scores, phase: playing
2026-06-19 16:04:03, tokens_remaining: 428, call: events, phase: playing
2026-06-19 16:04:04, tokens_remaining: 427, call: scores, phase: playing
2026-06-19 16:04:05, tokens_remaining: 427, call: scores, phase: playing
2026-06-19 16:04:06, tokens_remaining: 426, call: scores, phase: playing
2026-06-19 16:04:07, tokens_remaining: 426, call: scores, phase: playing
2026-06-19 16:04:08, tokens_remaining: 425, call: scores, phase: playing
2026-06-19 16:04:08, STATE_CHANGE: USA vs Australia [2H -> FT]
2026-06-19 16:04:18, tokens_remaining: 424, call: scores, phase: postgame
2026-06-19 16:04:28, tokens_remaining: 423, call: scores, phase: postgame
2026-06-19 16:04:39, tokens_remaining: 422, call: scores, phase: postgame
2026-06-19 16:04:49, tokens_remaining: 421, call: scores, phase: postgame
2026-06-19 16:04:59, tokens_remaining: 420, call: events, phase: postgame
2026-06-19 16:06:00, tokens_remaining: 419, call: scores, phase: postgame
2026-06-19 16:07:01, tokens_remaining: 418, call: scores, phase: postgame
2026-06-19 16:08:01, tokens_remaining: 417, call: scores, phase: postgame
2026-06-19 16:09:02, tokens_remaining: 416, call: scores, phase: postgame
2026-06-19 16:10:02, tokens_remaining: 415, call: scores, phase: postgame
2026-06-19 16:11:03, tokens_remaining: 414, call: scores, phase: postgame
2026-06-19 16:12:04, tokens_remaining: 413, call: scores, phase: postgame
2026-06-19 16:13:04, tokens_remaining: 412, call: scores, phase: postgame
2026-06-19 16:14:05, tokens_remaining: 2499, call: scores, phase: postgame
2026-06-19 16:15:05, tokens_remaining: 2498, call: events, phase: postgame
2026-06-19 16:15:05, EVENT: EVENT_10 59' Jordan Bos [United States vs Australia]
2026-06-19 16:16:06, tokens_remaining: 2497, call: scores, phase: postgame
2026-06-19 16:17:07, tokens_remaining: 2496, call: scores, phase: postgame
2026-06-19 16:18:07, tokens_remaining: 2495, call: scores, phase: postgame
2026-06-19 16:19:08, tokens_remaining: 2494, call: scores, phase: postgame
2026-06-19 16:20:08, tokens_remaining: 2493, call: scores, phase: postgame
2026-06-19 16:21:09, tokens_remaining: 2492, call: scores, phase: idle
2026-06-19 16:22:09, tokens_remaining: 2491, call: scores, phase: idle
2026-06-19 16:23:10, tokens_remaining: 2490, call: scores, phase: idle
2026-06-19 16:24:11, tokens_remaining: 2489, call: scores, phase: idle
2026-06-19 16:25:11, tokens_remaining: 2488, call: events, phase: idle
2026-06-19 16:26:12, tokens_remaining: 2487, call: scores, phase: idle
2026-06-19 16:27:12, tokens_remaining: 2486, call: scores, phase: idle
2026-06-19 16:28:13, tokens_remaining: 2485, call: scores, phase: idle
2026-06-19 16:29:13, tokens_remaining: 2484, call: scores, phase: idle
2026-06-19 16:30:14, tokens_remaining: 2483, call: scores, phase: idle
2026-06-19 16:31:15, tokens_remaining: 2482, call: scores, phase: idle
2026-06-19 16:32:15, tokens_remaining: 2481, call: scores, phase: idle
2026-06-19 16:33:16, tokens_remaining: 2480, call: scores, phase: idle
2026-06-19 16:34:16, tokens_remaining: 2479, call: scores, phase: idle
2026-06-19 16:35:17, tokens_remaining: 2478, call: events, phase: idle
2026-06-19 16:36:17, tokens_remaining: 2477, call: scores, phase: idle
2026-06-19 16:37:18, tokens_remaining: 2476, call: scores, phase: idle
2026-06-19 16:38:19, tokens_remaining: 2475, call: scores, phase: idle
2026-06-19 16:39:19, tokens_remaining: 2474, call: scores, phase: idle
2026-06-19 16:40:20, tokens_remaining: 2473, call: scores, phase: idle
2026-06-19 16:41:20, tokens_remaining: 2472, call: scores, phase: idle
2026-06-19 16:42:21, tokens_remaining: 2471, call: scores, phase: idle
2026-06-19 16:43:21, tokens_remaining: 2470, call: scores, phase: idle
2026-06-19 16:44:22, tokens_remaining: 2469, call: scores, phase: idle
2026-06-19 16:45:23, tokens_remaining: 2468, call: events, phase: idle
2026-06-19 16:45:23, STATE_CHANGE: Scotland vs Morocco [— -> NS]
2026-06-19 16:46:23, tokens_remaining: 2467, call: scores, phase: pregame
2026-06-19 16:47:24, tokens_remaining: 2466, call: scores, phase: pregame
2026-06-19 16:48:24, tokens_remaining: 2465, call: scores, phase: pregame
2026-06-19 16:49:25, tokens_remaining: 2464, call: scores, phase: pregame
2026-06-19 16:50:25, tokens_remaining: 2463, call: scores, phase: pregame
2026-06-19 16:51:26, tokens_remaining: 2462, call: scores, phase: pregame
2026-06-19 16:52:26, tokens_remaining: 2461, call: scores, phase: pregame
2026-06-19 16:53:27, tokens_remaining: 2460, call: scores, phase: pregame
2026-06-19 16:54:28, tokens_remaining: 2459, call: scores, phase: pregame
2026-06-19 16:55:28, tokens_remaining: 2458, call: events, phase: pregame
2026-06-19 16:56:29, tokens_remaining: 2457, call: scores, phase: pregame
2026-06-19 16:57:29, tokens_remaining: 2456, call: scores, phase: pregame
2026-06-19 16:58:30, tokens_remaining: 2455, call: scores, phase: pregame
2026-06-19 16:59:30, tokens_remaining: 2454, call: scores, phase: pregame
